# OLD VERSION<tab>OLD RETURN<tab>OLD NAME<tab>OLD ARGS<tab>NEW VERSION<tab>NEW RETURN<tab>NEW NAME<tab>NEW ARGS<tab>NOTES
1.4.21	void*	raptor_alloc_memory	(size_t size)	1.9.0	void*	raptor_alloc_memory	(size_t size)	-
1.4.21	void*	raptor_calloc_memory	(size_t nmemb, size_t size)	1.9.0	void*	raptor_calloc_memory	(size_t nmemb, size_t size)	-
1.4.21	int	raptor_compare_strings	(const void *a, const void *b)	1.9.0	-	-	-	Trivial utility function removed.
1.4.21	int	raptor_copy_identifier	(raptor_identifier *dest, raptor_identifier *src)	1.9.0	-	-	-	Use raptor_term_copy() with #raptor_term objects.
1.4.21	void	raptor_error_handlers_init	(raptor_error_handlers* error_handlers)	1.9.0	-	-	-	-
1.4.21	void	raptor_error_handlers_init_v2	(raptor_world* world, raptor_error_handlers* error_handlers)	1.9.0	-	-	-	-
1.4.21	raptor_feature	raptor_feature_from_uri	(raptor_uri *uri)	1.9.0	raptor_option	raptor_world_get_option_from_uri	(raptor_world* world, raptor_uri *uri)	-
1.4.21	raptor_feature	raptor_feature_from_uri_v2	(raptor_world* world, raptor_uri *uri)	1.9.0	raptor_option	raptor_world_get_option_from_uri	(raptor_world* world, raptor_uri *uri)	-
1.4.21	int	raptor_feature_value_type	(const raptor_feature feature)	1.9.0	raptor_option_value_type	raptor_option_get_value_type	(const raptor_option option)	-
1.4.21	int	raptor_features_enumerate	(const raptor_feature feature, const char* *name, raptor_uri **uri, const char* *label)	1.9.0	int	raptor_world_enumerate_parser_options	(raptor_world* world, const raptor_option option, const char* *name, raptor_uri **uri, const char* *label)	-
1.4.21	int	raptor_features_enumerate_v2	(raptor_world* world, const raptor_feature feature, const char* *name, raptor_uri **uri, const char* *label)	1.9.0	int	raptor_world_enumerate_parser_options	(raptor_world* world, const raptor_option option, const char* *name, raptor_uri **uri, const char* *label)	-
1.4.21	void	raptor_finish	(void)	1.9.0	-	-	-	Use raptor_free_world() with #raptor_world object.
1.4.21	int	raptor_format_locator	(char* buffer, size_t length, raptor_locator* locator)	1.9.0	int	raptor_locator_format	(char* buffer, size_t length, raptor_locator* locator)	-
1.4.21	int	raptor_format_locator_v2	(raptor_world* world, char* buffer, size_t length, raptor_locator* locator)	1.9.0	int	raptor_locator_format	(char* buffer, size_t length, raptor_locator* locator)	-
1.4.21	void	raptor_free_identifier	(raptor_identifier *identifier)	1.9.0	-	-	-	Use raptor_free_term() with #raptor_term objects.
1.4.21	void	raptor_free_iostream	(raptor_iostream *iostr)	1.9.0	void	raptor_free_iostream	(raptor_iostream *iostr)	-
1.4.21	void	raptor_free_memory	(void *ptr)	1.9.0	void	raptor_free_memory	(void *ptr)	-
1.4.21	void	raptor_free_namespace	(raptor_namespace *ns)	1.9.0	void	raptor_free_namespace	(raptor_namespace *ns)	-
1.4.21	void	raptor_free_namespaces	(raptor_namespace_stack *nstack)	1.9.0	void	raptor_free_namespaces	(raptor_namespace_stack *nstack)	-
1.4.21	void	raptor_free_parser	(raptor_parser* parser)	1.9.0	void	raptor_free_parser	(raptor_parser* parser)	-
1.4.21	void	raptor_free_qname	(raptor_qname* name)	1.9.0	void	raptor_free_qname	(raptor_qname* name)	-
1.4.21	void	raptor_free_sax2	(raptor_sax2 *sax2)	1.9.0	void	raptor_free_sax2	(raptor_sax2 *sax2)	-
1.4.21	void	raptor_free_sequence	(raptor_sequence* seq)	1.9.0	void	raptor_free_sequence	(raptor_sequence* seq)	-
1.4.21	void	raptor_free_serializer	(raptor_serializer* rdf_serializer)	1.9.0	void	raptor_free_serializer	(raptor_serializer* rdf_serializer)	-
1.4.21	void	raptor_free_stringbuffer	(raptor_stringbuffer *stringbuffer)	1.9.0	void	raptor_free_stringbuffer	(raptor_stringbuffer *stringbuffer)	-
1.4.21	void	raptor_free_uri	(raptor_uri *uri)	1.9.0	void	raptor_free_uri	(raptor_uri *uri)	-
1.4.21	void	raptor_free_uri_v2	(raptor_world* world, raptor_uri *uri)	1.9.0	void	raptor_free_uri	(raptor_uri *uri)	-
1.4.21	void	raptor_free_world	(raptor_world* world)	1.9.0	void	raptor_free_world	(raptor_world* world)	-
1.4.21	void	raptor_free_xml_element	(raptor_xml_element *element)	1.9.0	void	raptor_free_xml_element	(raptor_xml_element *element)	-
1.4.21	void	raptor_free_xml_writer	(raptor_xml_writer* xml_writer)	1.9.0	void	raptor_free_xml_writer	(raptor_xml_writer* xml_writer)	-
1.4.21	int	raptor_get_feature	(raptor_parser *parser, raptor_feature feature)	1.9.0	int	raptor_parser_get_option	(raptor_parser *parser, raptor_option option, char** string_p, int* integer_p)	-
1.4.21	unsigned int	raptor_get_feature_count	(void)	1.9.0	unsigned int	raptor_parser_get_option_count	(void)	-
1.4.21	const char*	raptor_get_label	(raptor_parser *rdf_parser)	1.9.0	const char*	raptor_parser_get_label	(raptor_parser *rdf_parser)	-
1.4.21	raptor_locator*	raptor_get_locator	(raptor_parser* rdf_parser)	1.9.0	raptor_locator*	raptor_parser_get_locator	(raptor_parser* rdf_parser)	-
1.4.21	const char*	raptor_get_mime_type	(raptor_parser *rdf_parser)	1.9.0	const char*	raptor_parser_get_mime_type	(raptor_parser *rdf_parser)	-
1.4.21	const char*	raptor_get_name	(raptor_parser *rdf_parser)	1.9.0	const char*	raptor_parser_get_name	(raptor_parser *rdf_parser)	-
1.4.21	int	raptor_get_need_base_uri	(raptor_parser *rdf_parser)	1.9.0	int	raptor_parser_get_need_base_uri	(raptor_parser *rdf_parser)	-
1.4.21	const char*	raptor_guess_parser_name	(raptor_uri *uri, const char* mime_type, const unsigned char* buffer, size_t len, const unsigned char* identifier)	1.9.0	const char*	raptor_world_guess_parser_name	(raptor_world* world, raptor_uri *uri, const char* mime_type, const unsigned char* buffer, size_t len, const unsigned char* identifier)	-
1.4.21	const char*	raptor_guess_parser_name_v2	(raptor_world* world, raptor_uri *uri, const char* mime_type, const unsigned char* buffer, size_t len, const unsigned char* identifier)	1.9.0	const char*	raptor_world_guess_parser_name	(raptor_world* world, raptor_uri *uri, const char* mime_type, const unsigned char* buffer, size_t len, const unsigned char* identifier)	-
1.4.21	void	raptor_init	(void)	1.9.0	-	-	-	Use raptor_new_world() to create a new #raptor_world object.
1.4.21	int	raptor_iostream_format_hexadecimal	(raptor_iostream* iostr, unsigned int integer, int width)	1.9.0	int	raptor_iostream_hexadecimal_write	(unsigned int integer, int width, raptor_iostream* iostr)	-
1.4.21	size_t	raptor_iostream_get_bytes_written_count	(raptor_iostream *iostr)	1.9.0	-	-	-	Deprecated for raptor_iostream_tell().
1.4.21	int	raptor_iostream_read_bytes	(raptor_iostream* iostr, void *ptr, size_t size, size_t nmemb)	1.9.0	int	raptor_iostream_read_bytes	(void *ptr, size_t size, size_t nmemb, raptor_iostream* iostr)	-
1.4.21	int	raptor_iostream_read_eof	(raptor_iostream *iostr)	1.9.0	int	raptor_iostream_read_eof	(raptor_iostream *iostr)	-
1.4.21	unsigned long	raptor_iostream_tell	(raptor_iostream *iostr)	1.9.0	unsigned long	raptor_iostream_tell	(raptor_iostream *iostr)	-
1.4.21	int	raptor_iostream_write_byte	(raptor_iostream *iostr, const int byte)	1.9.0	int	raptor_iostream_write_byte	(const int byte, raptor_iostream *iostr)	-
1.4.21	int	raptor_iostream_write_bytes	(raptor_iostream *iostr, const void *ptr, size_t size, size_t nmemb)	1.9.0	int	raptor_iostream_write_bytes	(const void *ptr, size_t size, size_t nmemb, raptor_iostream *iostr)	-
1.4.21	int	raptor_iostream_write_counted_string	(raptor_iostream *iostr, const void *string, size_t len)	1.9.0	int	raptor_iostream_counted_string_write	(const void *string, size_t len, raptor_iostream *iostr)	-
1.4.21	int	raptor_iostream_write_decimal	(raptor_iostream* iostr, int integer)	1.9.0	int	raptor_iostream_decimal_write	(int integer, raptor_iostream* iostr)	-
1.4.21	void	raptor_iostream_write_end	(raptor_iostream *iostr)	1.9.0	int	raptor_iostream_write_end	(raptor_iostream *iostr)	-
